,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,grade,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
4998,1.0,0.167,319.52,10.91508846,6.83,1140.0,8419.0,65.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5000,1.0,0.1426,205.84,11.15619338,18.4,3962.958333,9442.0,92.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5001,1.0,0.0859,195.99,11.00209984,19.1,5429.958333,9367.0,36.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5002,1.0,0.1322,202.81,10.34817337,17.96,1440.0,766.0,51.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5004,1.0,0.1218,832.5,10.73630972,11.3,6930.0,13873.0,15.5,4.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5005,1.0,0.1253,120.48,10.78915411,24.47,2159.958333,15888.0,75.7,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
5007,1.0,0.1183,397.61,11.71177632,11.02,8888.041667,38771.0,38.5,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5008,1.0,0.16,140.63,10.62619354,19.63,1470.0,5277.0,97.7,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5009,1.0,0.1218,333.0,10.59653473,23.01,4500.0,0.0,5.34,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5010,1.0,0.0894,222.41,10.46310334,10.49,2820.958333,15269.0,76.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5011,1.0,0.1461,137.91,10.81977828,10.01,2759.958333,1412.0,94.1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5013,1.0,0.1426,428.83,10.40426284,8.11,3959.958333,16941.0,36.5,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5014,1.0,0.0894,155.69,10.81977828,10.66,3301.0,5076.0,22.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5015,1.0,0.074,124.24,10.87237073,17.24,9089.958333,2765.0,9.4,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5016,1.0,0.0859,292.4,10.12647109,22.9,2101.958333,3803.0,11.7,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5017,1.0,0.1531,478.71,10.20492459,15.53,1769.958333,48.0,1.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
5019,1.0,0.0774,312.19,11.30713055,12.6,5069.958333,12212.0,19.0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
5021,1.0,0.1635,537.01,10.6454249,18.57,7710.0,21389.0,69.9,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
5022,1.0,0.1426,168.1,11.06663836,12.9,1140.0,2628.0,46.9,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5023,1.0,0.1287,235.44,10.03801845,19.56,3000.0,12315.0,94.7,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0
5024,1.0,0.1565,195.93,11.77528973,6.94,7229.958333,9044.0,93.2,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5027,1.0,0.0894,63.55,11.22524339,7.18,1739.958333,0.0,0.0,4.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5028,1.0,0.1183,331.34,10.4125917,9.56,3300.0,9424.0,50.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5033,1.0,0.1392,348.2,10.91508846,19.75,4289.958333,7201.0,92.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5034,1.0,0.1322,40.57,10.03819326,10.54,1709.958333,4826.0,57.5,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5036,1.0,0.1287,164.81,11.21182037,5.98,5729.958333,3052.0,76.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5037,1.0,0.167,674.53,10.88743693,19.87,3904.958333,17176.0,73.4,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5038,1.0,0.0894,508.35,10.91508846,9.38,5940.0,16018.0,38.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5040,1.0,0.1183,132.54,10.71441777,8.43,1289.958333,450.0,1.7,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
5041,1.0,0.0705,92.7,10.1266311,8.16,2910.0,415.0,6.8,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5042,1.0,0.1392,273.1,10.63535051,23.69,5250.0,9728.0,91.9,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5044,1.0,0.074,93.18,10.59663473,5.55,7949.958333,13315.0,61.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5045,1.0,0.1218,166.5,10.91508846,22.45,1800.0,16957.0,67.0,3.0,0.0,0.0,1.0,2,0,0,0,0,0,0
5046,1.0,0.1287,420.42,10.54534144,10.39,3119.958333,12343.0,67.8,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
5047,1.0,0.0859,63.23,10.27090459,15.96,1830.0,4545.0,16.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5048,1.0,0.1114,82.01,11.15625052,18.09,8130.0,14482.0,84.2,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5049,1.0,0.1357,611.44,11.05089001,24.4,4201.958333,19525.0,59.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5050,1.0,0.1704,89.19,10.81977828,13.66,3869.958333,11999.0,96.8,1.0,0.0,0.0,0.0,2,0,0,0,0,0,1
5051,1.0,0.0774,93.66,9.546812609,21.51,2129.958333,2520.0,13.3,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
5052,1.0,0.1461,275.81,11.69524702,0.0,5190.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5053,1.0,0.1426,686.12,11.22524339,8.02,3479.958333,15278.0,76.4,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5054,1.0,0.1531,348.16,10.49127422,14.83,1769.958333,6922.0,74.4,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5055,1.0,0.074,93.18,11.38509209,5.58,5069.958333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5056,1.0,0.1322,507.01,11.53272809,6.64,5011.958333,9271.0,47.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5058,1.0,0.074,186.36,11.55718156,1.23,5311.958333,19647.0,27.4,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5059,1.0,0.074,83.86,11.51192496,0.18,6179.958333,1269.0,2.0,2.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5060,1.0,0.1114,262.43,11.35040654,17.39,3119.958333,19388.0,48.6,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5061,1.0,0.1148,659.37,11.21182037,14.06,4229.958333,177.0,1.4,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5062,1.0,0.1183,477.13,11.46163217,11.52,7680.0,19757.0,30.1,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5063,1.0,0.0894,190.63,10.08580911,8.05,3060.0,2489.0,15.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5064,1.0,0.1322,507.01,10.30895266,17.0,4770.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5065,1.0,0.1357,163.05,11.09741002,6.29,3539.958333,500.0,25.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5066,1.0,0.1183,79.53,10.81577026,6.94,3599.958333,107.0,8.9,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5068,1.0,0.0894,285.95,10.51867319,4.51,6930.0,8321.0,30.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5069,1.0,0.0894,532.18,10.71441777,13.81,7949.958333,2669.0,22.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5072,1.0,0.1253,267.74,10.75798798,22.9,3660.0,7013.0,54.8,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5073,1.0,0.1565,174.94,10.81977828,8.14,1320.958333,20111.0,50.8,3.0,0.0,0.0,0.0,2,1,0,0,0,0,0
5074,1.0,0.1357,169.85,10.29768947,15.53,3330.0,3262.0,93.2,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5076,1.0,0.1218,499.5,11.60823564,5.78,7229.958333,33436.0,50.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5078,1.0,0.1253,535.47,10.87804719,22.96,5970.0,16902.0,88.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
5079,1.0,0.0894,38.13,10.08580911,22.9,2369.958333,6675.0,23.3,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5080,1.0,0.1496,788.18,11.00209984,7.3,4619.958333,2247.0,18.6,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
5084,1.0,0.1218,333.0,11.14481394,18.22,5820.0,17604.0,72.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5085,1.0,0.0774,280.97,11.68687877,8.47,6120.958333,2525.0,7.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5088,1.0,0.1392,512.06,10.46310334,14.5,3539.958333,17717.0,67.4,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5089,1.0,0.1253,401.6,11.22524339,3.74,7500.958333,23762.0,44.5,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5091,1.0,0.1218,333.0,11.00209984,2.82,3330.0,1250.0,5.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5092,1.0,0.1287,454.05,11.25813644,15.88,8579.958333,14255.0,57.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5094,1.0,0.1253,802.36,10.81769612,12.46,3930.958333,0.0,0.0,2.0,0.0,0.0,1.0,1,0,0,0,0,1,0
5096,1.0,0.0894,476.58,11.26446411,13.82,6839.958333,737.0,5.7,3.0,0.0,0.0,0.0,1,0,0,0,1,0,0
5097,1.0,0.1287,403.6,11.15625052,22.47,4080.0,13260.0,66.6,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5099,1.0,0.1218,333.0,10.34817337,22.77,7949.958333,5274.0,17.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5101,1.0,0.1426,445.98,10.27505111,13.37,4830.0,69.0,7.7,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5104,1.0,0.1114,656.07,11.26446411,17.2,3000.0,1401.0,9.2,1.0,0.0,0.0,1.0,2,0,0,0,0,0,0
5105,1.0,0.1183,331.34,10.9331784,13.05,4619.958333,2624.0,48.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5107,1.0,0.1114,278.83,11.28978191,9.81,3239.958333,18654.0,54.1,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5108,1.0,0.0774,212.29,11.19821472,4.9,4319.958333,12296.0,19.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5109,1.0,0.1148,131.88,10.59663473,0.0,4740.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5110,1.0,0.1426,617.51,11.08214255,16.04,3300.0,6868.0,71.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5112,1.0,0.0774,265.36,10.6465671,23.77,9630.0,9955.0,20.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0
5113,1.0,0.1253,502.0,10.70395792,20.78,3420.0,14145.0,43.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5114,1.0,0.1148,659.37,12.10071213,0.39,5970.0,4085.0,4.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5116,1.0,0.0894,381.26,11.60823564,8.95,4860.0,6535.0,9.0,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5118,1.0,0.1322,338.01,10.46310334,8.09,1830.0,8907.0,61.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5119,1.0,0.0894,476.58,11.00209984,16.16,7830.0,25415.0,27.6,2.0,0.0,0.0,0.0,2,1,0,0,0,0,0
5120,1.0,0.1218,199.8,10.37349118,24.0,5039.958333,9690.0,49.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5121,1.0,0.1218,99.9,10.62132735,6.67,4470.0,4561.0,95.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5123,1.0,0.1218,666.0,11.26446411,9.66,2010.958333,15129.0,42.4,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5124,1.0,0.1114,328.04,10.53049493,14.13,1920.0,6811.0,56.8,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5125,1.0,0.0894,203.34,10.2791805,18.13,2462.958333,8713.0,41.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5126,1.0,0.1461,137.91,10.91501573,3.16,7410.0,3864.0,52.9,2.0,0.0,0.0,1.0,1,0,0,1,0,0,0
5128,1.0,0.1253,803.2,10.91616952,21.55,6300.0,21216.0,64.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5129,1.0,0.1114,164.02,11.17064696,10.26,7470.0,1893.0,24.7,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0
5132,1.0,0.1287,44.57,10.16585182,19.29,2819.958333,20493.0,95.3,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0
5134,1.0,0.0859,158.06,9.798127037,7.33,3630.0,2494.0,40.2,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5135,1.0,0.1913,257.05,11.04132055,13.52,8130.0,7461.0,99.5,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5137,1.0,0.1287,538.14,11.00209984,10.42,3360.0,15949.0,92.7,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
5138,1.0,0.1461,144.8,11.23848862,15.28,3869.958333,15578.0,91.1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
5139,1.0,0.1392,682.74,11.35035948,15.02,5729.958333,27564.0,93.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5140,1.0,0.1218,499.5,10.37349118,2.7,1709.958333,71.0,0.5,2.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5141,1.0,0.1357,434.8,11.15625052,16.3,5610.0,17304.0,90.1,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5142,1.0,0.1531,60.93,9.61580548,22.72,1832.0,4197.0,56.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1
5143,1.0,0.1114,328.04,10.49127422,4.77,1679.958333,172.0,0.9,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5145,1.0,0.0894,381.26,11.15625052,14.66,5339.958333,15836.0,73.7,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5146,1.0,0.0859,158.06,10.59663473,7.62,6809.958333,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0
5147,1.0,0.1148,323.1,10.55581274,24.75,2159.958333,6095.0,23.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5148,1.0,0.1426,171.53,11.31442574,9.34,3660.0,4232.0,46.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5149,1.0,0.1183,795.22,11.05601968,19.82,5040.958333,11046.0,65.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5152,1.0,0.1114,492.06,11.15625052,13.68,5729.958333,1248.0,3.7,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
5153,1.0,0.0859,316.11,11.08214255,14.99,5699.958333,1034.0,3.9,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5154,1.0,0.1565,279.89,10.73639668,7.43,2190.0,4504.0,60.9,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5155,1.0,0.1148,197.82,10.59663473,18.24,5009.958333,15955.0,70.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5156,1.0,0.1183,659.37,11.06663836,8.18,6946.0,27095.0,67.1,2.0,0.0,0.0,1.0,2,0,1,0,0,0,0
5158,1.0,0.1253,200.8,10.858999,21.72,3450.0,4742.0,36.8,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5159,1.0,0.1635,211.98,11.42573225,0.84,4890.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
5161,1.0,0.0894,317.72,11.14186178,9.53,2489.958333,3613.0,5.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5162,1.0,0.0894,158.86,10.1266311,18.05,3090.0,9268.0,47.5,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5164,1.0,0.1218,807.53,11.88172659,10.39,9240.0,39716.0,37.5,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5165,1.0,0.0894,285.95,10.64875269,11.33,3450.0,13421.0,67.4,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5167,1.0,0.0859,151.73,10.20507253,22.5,2429.958333,974.0,4.3,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
5168,1.0,0.1253,368.13,11.29601246,11.33,2940.0,21742.0,31.2,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5169,1.0,0.1114,352.64,10.23995979,21.0,7800.0,8850.0,52.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5171,1.0,0.1287,53.82,10.13459927,12.14,1980.0,10591.0,32.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5172,1.0,0.1287,504.5,10.59663473,22.74,2819.958333,17328.0,79.9,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5173,1.0,0.1287,134.54,11.08214255,14.73,3030.0,13154.0,88.3,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5174,1.0,0.1183,145.79,10.77895629,3.52,4200.0,3850.0,58.3,2.0,0.0,0.0,0.0,2,0,0,0,0,1,0
5175,1.0,0.1322,338.01,11.1844214,0.93,1409.958333,3714.0,18.2,0.0,0.0,0.0,1.0,2,0,0,0,1,0,0
5176,1.0,0.1322,324.49,11.04292184,15.76,5039.958333,5954.0,87.6,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5178,1.0,0.16,457.05,10.46244598,18.87,3090.0,18554.0,79.6,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5179,1.0,0.074,62.12,10.16585182,13.71,2879.958333,1883.0,6.5,2.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5180,1.0,0.1739,645.26,11.22390917,11.84,1591.0,12798.0,93.2,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5182,1.0,0.1843,363.7,11.40087596,1.26,3119.958333,3327.0,23.8,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
5183,1.0,0.1183,828.35,10.81977828,13.27,8339.958333,6606.0,35.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5184,1.0,0.0894,222.41,10.49127422,2.6,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5185,1.0,0.1148,164.85,10.99065122,16.49,4619.958333,0.0,36.94,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5187,1.0,0.1531,97.49,10.93310697,23.49,4289.958333,21076.0,98.5,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5188,1.0,0.1287,403.6,10.96335901,5.3,4319.958333,14722.0,70.1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5189,1.0,0.1114,433.01,11.09741002,8.6,5162.0,26850.0,58.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5190,1.0,0.1357,84.93,10.49127422,19.9,2550.0,2610.0,27.8,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5192,1.0,0.1565,629.75,11.08214255,9.16,4200.0,13381.0,49.4,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
5194,1.0,0.1565,559.78,10.57131693,19.75,3300.0,19418.0,95.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5196,1.0,0.167,568.03,11.49272276,8.52,4380.0,31961.0,87.9,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5197,1.0,0.1322,537.43,11.14186178,20.0,4110.0,4326.0,34.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5198,1.0,0.1357,391.49,10.30895266,17.92,3390.0,11386.0,55.5,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5199,1.0,0.0859,162.01,11.26446411,24.12,8639.958333,13930.0,50.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5200,1.0,0.1253,408.29,10.23995979,10.93,1950.0,12558.0,40.0,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5202,1.0,0.1183,298.21,10.49127422,11.67,1980.0,3973.0,44.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5203,1.0,0.0894,317.72,11.37144254,13.34,7169.958333,39299.0,54.3,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0
5204,1.0,0.1357,161.36,10.23422911,24.96,1740.958333,3029.0,94.7,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5206,1.0,0.1148,138.47,11.17043516,6.83,3810.0,11974.0,72.1,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5207,1.0,0.1218,346.32,10.96819829,19.7,3117.041667,7267.0,46.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5208,1.0,0.0859,316.11,12.20607265,0.26,7050.0,3313.0,2.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5212,1.0,0.1287,201.8,10.50232405,1.75,1860.0,3867.0,32.5,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5213,1.0,0.1114,164.02,10.46310334,7.71,5399.958333,6896.0,41.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5215,1.0,0.1148,430.24,11.05089001,13.33,3060.0,13046.0,65.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5216,1.0,0.0894,317.72,10.77895629,12.38,1830.0,1775.0,8.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5217,1.0,0.0774,43.71,10.59663473,7.47,3509.958333,15774.0,49.8,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5218,1.0,0.1183,99.41,10.42228135,15.61,9660.0,1125.0,23.4,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5219,1.0,0.1426,171.53,10.59663473,19.53,3780.0,36934.0,86.3,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5220,1.0,0.0859,316.11,10.1266311,7.2,2944.0,4355.0,24.1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5221,1.0,0.074,155.3,9.61580548,16.16,4050.0,811.0,7.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5222,1.0,0.1183,132.54,10.30895266,20.68,1679.958333,3866.0,53.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
5223,1.0,0.1496,207.87,10.81977828,0.86,7619.958333,1749.0,24.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
5227,1.0,0.1287,235.44,11.00209984,5.94,5759.958333,256.0,2.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0
5228,1.0,0.1183,66.27,10.54534144,4.8,4410.0,768.0,5.6,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5229,1.0,0.0859,189.67,10.92593848,24.0,4163.041667,9377.0,20.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5230,1.0,0.0859,158.06,9.903487553,10.92,4319.958333,5276.0,50.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5231,1.0,0.1114,328.04,10.30895266,8.12,2849.958333,15950.0,24.7,3.0,0.0,0.0,1.0,2,0,0,0,0,0,0
5232,1.0,0.1392,443.78,11.1124479,21.58,2789.958333,19335.0,74.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5233,1.0,0.1253,669.33,11.04132055,3.65,5910.0,9231.0,30.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5234,1.0,0.1183,828.35,12.37073927,2.51,5190.0,2069.0,4.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0
5235,1.0,0.1357,108.7,10.08580911,17.5,2670.0,8794.0,86.2,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5236,1.0,0.0774,171.71,10.59663473,4.38,9510.0,3467.0,19.5,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5237,1.0,0.0894,444.81,10.79957558,14.33,3660.0,11984.0,38.5,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5238,1.0,0.0894,317.72,10.54534144,4.23,6630.0,16205.0,33.7,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
5240,1.0,0.1114,328.04,11.22524339,4.53,2580.0,1312.0,30.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
5242,1.0,0.1357,594.45,10.96992094,13.45,2519.958333,5799.0,76.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5243,1.0,0.1148,98.91,11.40756495,7.96,4949.958333,7562.0,47.0,2.0,0.0,0.0,1.0,2,0,0,0,1,0,0
5244,1.0,0.1287,274.12,10.93310697,23.57,5100.0,11508.0,51.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5246,1.0,0.1148,395.63,11.40756495,3.47,6330.0,20739.0,44.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5248,1.0,0.1461,206.86,10.88482268,22.72,3390.0,22978.0,83.9,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
5249,1.0,0.0894,238.29,10.81977828,21.55,2940.0,7356.0,28.3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5250,1.0,0.1148,395.63,10.40453553,24.61,5970.0,11820.0,40.6,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
5252,1.0,0.1843,500.09,10.93310697,24.04,4440.0,17783.0,98.8,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5253,1.0,0.16,450.02,10.59663473,15.24,1440.0,15864.0,62.5,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5254,1.0,0.1357,489.15,10.49127422,10.27,6210.0,19897.0,72.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5257,1.0,0.074,136.66,11.35040654,2.39,6660.0,3779.0,9.5,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5259,1.0,0.0859,177.02,10.93310697,18.06,3180.0,7556.0,49.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5261,1.0,0.0774,202.93,11.36261407,16.39,5580.0,17524.0,33.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
5262,1.0,0.0859,189.67,10.62132735,13.23,2960.0,5672.0,17.1,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5263,1.0,0.1253,481.92,11.01862914,3.29,1860.0,400.0,18.2,3.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5264,1.0,0.0774,174.83,10.30895266,6.68,2965.041667,1251.0,7.3,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
5265,1.0,0.1426,360.22,10.81977828,5.71,5565.0,7156.0,56.3,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0
5266,1.0,0.1218,499.5,11.03488966,20.69,7355.0,126.0,2.2,2.0,0.0,0.0,0.0,2,1,0,0,0,0,0
5267,1.0,0.1357,509.53,11.22524339,12.62,3929.958333,6424.0,92.2,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
5268,1.0,0.1357,203.82,10.54534144,4.83,2069.958333,1629.0,90.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
5269,1.0,0.1148,560.47,10.42975336,18.11,5460.0,15762.0,28.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
